AnnouncementDate,Acquirer,Target,Country,StakePct,DealValueVND_bn,ImpliedPB,ImpliedPTBV,ControlPremiumPct,TargetROE,TargetNPL,StrategicRationale,SourceURL,DataType
,,,,,,,,,,,,,USER_INPUT
,,,,,,,,,,,,,USER_INPUT
,,,,,,,,,,,,,USER_INPUT
,,,,,,,,,,,,,USER_INPUT
