id,item,level,order,unit,2022-Q2,2022-Q3,2022-Q4,2023,2023-Q1,2023-Q2,2023-Q3,2023-Q4,2024,2024-Q1,2024-Q2,2024-Q3,2024-Q4,2025,2025-Q1,2025-Q2,2025-Q3,2025-Q4,2026-Q1,2026-Q2
IS_PROFIT_BEFORE_TAX,IS_PROFIT_BEFORE_TAX,1,8,VNĐ,7423087000000.0,7566222000000.0,12419095000000.0,41328467000000.0,11221344000000.0,9277682000000.0,9051164000000.0,11693497000000.0,42236135000000.0,10718239000000.0,10116275000000.0,10698944000000.0,10702677000000.0,44019637000000.0,10859933000000.0,11033915000000.0,11239105000000.0,10886684000000.0,11802653000000.0,17419725000000.0
IS_NET_PROFIT_AFTER_TAX,IS_NET_PROFIT_AFTER_TAX,1,9,VNĐ,5941931000000.0,6069444000000.0,9933519000000.0,33122272000000.0,8991901000000.0,7427958000000.0,7274556000000.0,9360033000000.0,33853117000000.0,8585993000000.0,8124709000000.0,8572494000000.0,8569921000000.0,35197940000000.0,8701726000000.0,8837371000000.0,9025553000000.0,8633290000000.0,9462095000000.0,14550959000000.0
IS_MINORITY_INTEREST,IS_MINORITY_INTEREST,1,10,VNĐ,4977000000.0,4574000000.0,5242000000.0,21245000000.0,5466000000.0,5135000000.0,5637000000.0,5007000000.0,21731000000.0,5997000000.0,5295000000.0,5896000000.0,4543000000.0,20277000000.0,5497000000.0,5486000000.0,5054000000.0,4240000000.0,5529000000.0,8683000000.0
BS_CASH_AND_PRECIOUS_METALS,BS_CASH_AND_PRECIOUS_METALS,1,11,VNĐ,15097807000000.0,16293080000000.0,18348519000000.0,14504849000000.0,15537950000000.0,16134106000000.0,13913670000000.0,14504849000000.0,14268064000000.0,12915997000000.0,12950279000000.0,13157642000000.0,14268064000000.0,15542769000000.0,13713225000000.0,14790170000000.0,12909550000000.0,15542769000000.0,12930996000000.0,14602141000000.0
BS_FIXED_ASSETS,BS_FIXED_ASSETS,1,18,VNĐ,8103519000000.0,7820512000000.0,7985401000000.0,7805080000000.0,7732058000000.0,7598470000000.0,7441794000000.0,7708181000000.0,8092877000000.0,7588707000000.0,7716515000000.0,8026692000000.0,8092877000000.0,8163312000000.0,8015849000000.0,7967792000000.0,8141017000000.0,8163312000000.0,8131775000000.0,17937947000000.0
BS_TOTAL_ASSETS,BS_TOTAL_ASSETS,1,19,VNĐ,1601680964000000.0,1649664327000000.0,1814188209000000.0,1839724560000000.0,1846431290000000.0,1704273133000000.0,1731305572000000.0,1839223339000000.0,2085873522000000.0,1773713584000000.0,1905638840000000.0,1932361908000000.0,2085873522000000.0,2442279166000000.0,2109260616000000.0,2217636600000000.0,2378185628000000.0,2442279166000000.0,2550963342000000.0,2657440573000000.0
BS_TOTAL_LIABILITIES,BS_TOTAL_LIABILITIES,1,23,VNĐ,1478691267000000.0,1521274777000000.0,1676199767000000.0,1674644070000000.0,1701772932000000.0,1552272005000000.0,1572062054000000.0,1670680015000000.0,1889664354000000.0,1600099458000000.0,1723936055000000.0,1742064907000000.0,1889664354000000.0,2217720440000000.0,1904318782000000.0,2003887178000000.0,2155394083000000.0,2217720440000000.0,2316932013000000.0,2408950067000000.0
BS_CHARTER_CAPITAL,BS_CHARTER_CAPITAL,1,24,VNĐ,47325166000000.0,47325166000000.0,47325166000000.0,55890913000000.0,47325166000000.0,47325166000000.0,55890913000000.0,55890913000000.0,55890913000000.0,55890913000000.0,55890913000000.0,55890913000000.0,55890913000000.0,83556751000000.0,83556751000000.0,83556751000000.0,83556751000000.0,83556751000000.0,83556751000000.0,83556751000000.0
CF_NET_CASH_FLOWS_FROM_OPERATING_ACTIVITIES,CF_NET_CASH_FLOWS_FROM_OPERATING_ACTIVITIES,1,26,VNĐ,67661893000000.0,10616321000000.0,122478610000000.0,-38541530000000.0,47586319000000.0,-134034351000000.0,38103486000000.0,8811415000000.0,59122831000000.0,-63174486000000.0,20401129000000.0,-15216618000000.0,117112806000000.0,116230551000000.0,-13180595000000.0,37917302000000.0,81546582000000.0,9947262000000.0,35398194000000.0,95598248000000.0
CF_NET_CASH_FLOWS_FROM_INVESTING_ACTIVITIES,CF_NET_CASH_FLOWS_FROM_INVESTING_ACTIVITIES,1,27,VNĐ,-31080000000.0,290773000000.0,-633936000000.0,-859407000000.0,-49368000000.0,-190988000000.0,11042000000.0,-630093000000.0,-1307413000000.0,-130534000000.0,-230230000000.0,-444866000000.0,-501783000000.0,-1379136000000.0,-174898000000.0,-179204000000.0,-364267000000.0,-660767000000.0,-294108000000.0,-351473000000.0
RT_VALUE_PE,P/E Ratio,1,29,lần,12.6164990464,15.3718009025,13.9922493977,16.7480098322,15.9196918568,14.8341412011,14.7517020841,16.0059572827,10.3303411404,15.0062199577,15.3298773187,14.8037078329,14.8187989673,13.7291104523,15.3587834315,15.2118214589,18.084851421,14.227919018,13.7641484201,11.5960787244
RT_VALUE_PB,P/B Ratio,1,30,lần,2.5608871949,3.165159651,3.0861725944,3.0907665458,3.4045795148,3.1642722225,3.1152190054,3.2059924698,1.6387128959,2.8217066513,2.8130575347,2.6948304678,2.5563871002,2.1513832861,2.5453740784,2.467880488,2.851781189,2.2295477291,2.1143235586,1.9442324194
RT_PRT_ROE,ROE %,1,33,%,0.2165486775,0.2202979774,0.244309439,0.2198801657,0.2315732438,0.2301971451,0.2263474527,0.2197388427,0.1874015281,0.1997346761,0.1951290992,0.1939126694,0.1873163957,0.1673033542,0.1756325908,0.1721818224,0.1676701809,0.1672069733,0.16059325,0.1791575023
RT_PRT_ROA,ROA %,1,34,%,0.017014105,0.0172399119,0.0185219931,0.01809503,0.017891605,0.0184772354,0.018943357,0.0180833998,0.0172473678,0.0185155376,0.0183856002,0.0185861353,0.0172367854,0.0155462691,0.0169037963,0.0166133201,0.0159773247,0.0155373131,0.014991243,0.0166114014
