id,item,level,order,unit,2022-Q2,2022-Q3,2022-Q4,2023,2023-Q1,2023-Q2,2023-Q3,2023-Q4,2024,2024-Q1,2024-Q2,2024-Q3,2024-Q4,2025,2025-Q1,2025-Q2,2025-Q3,2025-Q4,2026-Q1,2026-Q2
IS_PROFIT_BEFORE_TAX,IS_PROFIT_BEFORE_TAX,1,8,VNĐ,2164683000000.0,2137715000000.0,1902743000000.0,5588959000000.0,1765001000000.0,1618437000000.0,1575657000000.0,629608000000.0,7600198000000.0,1828594000000.0,1904021000000.0,1730586000000.0,2136997000000.0,9231078000000.0,2108875000000.0,2037358000000.0,1901857000000.0,3182988000000.0,2105819000000.0,2377476000000.0
IS_NET_PROFIT_AFTER_TAX,IS_NET_PROFIT_AFTER_TAX,1,9,VNĐ,1730465000000.0,1711622000000.0,1519328000000.0,4463325000000.0,1413242000000.0,1293105000000.0,1262841000000.0,493932000000.0,6071634000000.0,1462797000000.0,1522559000000.0,1383025000000.0,1703253000000.0,7402001000000.0,1686691000000.0,1629604000000.0,1520640000000.0,2565066000000.0,1682225000000.0,1891026000000.0
IS_MINORITY_INTEREST,IS_MINORITY_INTEREST,1,10,VNĐ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,0.0,0.0,2000000.0,16528000000.0,63453000000.0
BS_CASH_AND_PRECIOUS_METALS,BS_CASH_AND_PRECIOUS_METALS,1,11,VNĐ,1834965000000.0,2392363000000.0,2426932000000.0,2338561000000.0,3421333000000.0,2182092000000.0,2102795000000.0,2338561000000.0,1292735000000.0,1789390000000.0,1455124000000.0,1692781000000.0,1292735000000.0,1704704000000.0,1698877000000.0,1551561000000.0,1560071000000.0,1704704000000.0,2592698000000.0,1771148000000.0
BS_FIXED_ASSETS,BS_FIXED_ASSETS,1,18,VNĐ,810544000000.0,1086505000000.0,1205386000000.0,1058905000000.0,1134970000000.0,1067825000000.0,1102629000000.0,1058906000000.0,1221874000000.0,998703000000.0,1059960000000.0,1091450000000.0,1221874000000.0,1212704000000.0,1172615000000.0,1189484000000.0,1253386000000.0,1212704000000.0,1627109000000.0,1574098000000.0
BS_TOTAL_ASSETS,BS_TOTAL_ASSETS,1,19,VNĐ,310769290000000.0,317327732000000.0,328634007000000.0,356633972000000.0,343522216000000.0,343406813000000.0,344402552000000.0,356636840000000.0,418028391000000.0,355870488000000.0,361554998000000.0,385352239000000.0,418028391000000.0,505901570000000.0,388891150000000.0,428589979000000.0,451893195000000.0,505901570000000.0,527169377000000.0,547664403000000.0
BS_TOTAL_LIABILITIES,BS_TOTAL_LIABILITIES,1,23,VNĐ,281761188000000.0,286690434000000.0,296394955000000.0,323891055000000.0,309859923000000.0,312420874000000.0,312018615000000.0,323894128000000.0,380433922000000.0,321680275000000.0,325945991000000.0,349041157000000.0,380433922000000.0,459852809000000.0,349399554000000.0,390360071000000.0,411899955000000.0,459852809000000.0,479135059000000.0,498098519000000.0
BS_CHARTER_CAPITAL,BS_CHARTER_CAPITAL,1,24,VNĐ,15817555000000.0,15817555000000.0,15817555000000.0,22016350000000.0,15817555000000.0,22016350000000.0,22016350000000.0,22016350000000.0,26419562000000.0,22016350000000.0,22016350000000.0,22016350000000.0,26419562000000.0,27740469000000.0,26419562000000.0,26419562000000.0,26419562000000.0,27740469000000.0,27740469000000.0,27740469000000.0
CF_NET_CASH_FLOWS_FROM_OPERATING_ACTIVITIES,CF_NET_CASH_FLOWS_FROM_OPERATING_ACTIVITIES,1,26,VNĐ,-2198982000000.0,257288000000.0,11087498000000.0,-7879375000000.0,-594067000000.0,3704467000000.0,6140227000000.0,-14022735000000.0,40343273000000.0,9238390000000.0,-3761388000000.0,5335231000000.0,29531040000000.0,26177747000000.0,-41476406000000.0,21755856000000.0,17762025000000.0,28136272000000.0,-7280016000000.0,-9652957000000.0
CF_NET_CASH_FLOWS_FROM_INVESTING_ACTIVITIES,CF_NET_CASH_FLOWS_FROM_INVESTING_ACTIVITIES,1,27,VNĐ,-189482000000.0,-77969000000.0,-81599000000.0,-485305000000.0,-109495000000.0,-41000000000.0,-305139000000.0,-180166000000.0,-399918000000.0,-94074000000.0,-129485000000.0,-31721000000.0,-144638000000.0,2048094000000.0,-71756000000.0,-62379000000.0,-27331000000.0,2209560000000.0,-94901000000.0,-32815000000.0
